policy,physics_variant,target,unsafe_rate,unsafe_rate_worst_topology,unsafe_rate_seed_min,unsafe_rate_seed_max,false_alarm_rate,false_alarm_rate_worst_topology,false_alarm_rate_seed_min,false_alarm_rate_seed_max,realized_escalation,realized_escalation_worst_topology,realized_escalation_seed_min,realized_escalation_seed_max,conditional_risk,conditional_risk_worst_topology,conditional_risk_seed_min,conditional_risk_seed_max,miss_rate,miss_rate_worst_topology,miss_rate_seed_min,miss_rate_seed_max,topologies,rows,unsafe_model_evaluations,false_alarm_model_evaluations,resolved_model_evaluations
conservative_and,impedance_0.8,0.1,0.05190535335551621,0.1114111111111111,0.05147348930279326,0.05225701950352307,0.03752506267090902,0.16209111918368205,0.03740585427502934,0.03758467886890108,0.0908780303030303,0.1093888888888889,0.08888863636363636,0.09334166666666666,0.12387518275833052,0.35419884819010217,0.12303617523204359,0.12454863572401123,0.09357056809436838,0.21513542311760686,0.09282517974568587,0.0941907124662314,44,396,205237,79412,3953055
conservative_and,impedance_0.8,0.2,0.036105547449399485,0.07528888888888889,0.03554556085723867,0.03658806657265851,0.03129370274008174,0.12640299812387779,0.031053575866838597,0.03153113625748522,0.17737121212121212,0.21292222222222223,0.17476742424242422,0.18052121212121214,0.09060427164249833,0.258123264543009,0.08936308239425074,0.09167274230423635,0.06581755410300504,0.1446296576959504,0.06482058403651414,0.06666884184058681,44,396,142773,71213,3953055
conservative_and,impedance_0.9,0.05,0.030621989945923304,0.06255555555555554,0.030443900064772992,0.030872676611045282,0.03948381735420656,0.1731194339680152,0.03941830873135861,0.03955369974965336,0.0458560606060606,0.05458888888888889,0.0444719696969697,0.04685757575757576,0.07866763950815045,0.23361515703350688,0.07826304873760133,0.07924349749496806,0.05708751399670604,0.12648782701528186,0.05675064621843144,0.05755404314746506,44,396,121094,81568,3953055
conservative_and,impedance_0.9,0.1,0.023056276248924243,0.0455,0.02261921973024708,0.02341530717893077,0.03528825144845677,0.15095069407180986,0.035137487353137306,0.0354036024157411,0.08899772727272727,0.10596666666666667,0.08695757575757576,0.09149848484848484,0.061207502822719494,0.192657908894358,0.06017719009292525,0.06205379524162956,0.042962148786335176,0.09357736755786931,0.04213999382862883,0.04364007632468779,44,396,91167,75955,3953055
conservative_and,impedance_0.9,0.2,0.01009552969496786,0.01976666666666667,0.00970355031934507,0.010426843683923053,0.026017953900048598,0.10998097288327754,0.025698983736820884,0.02636107712388147,0.17362348484848483,0.2069,0.17106439393939393,0.1767469696969697,0.028733726713980726,0.09589834370284471,0.02773420280392171,0.029574868145639602,0.018711203689872277,0.041377331923461096,0.017963556651751027,0.01934654401599862,44,396,39915,59295,3953055
conservative_and,impedance_0.95,0.05,0.016143907361093363,0.031844444444444446,0.015983826181765488,0.01637751408094047,0.03900099608782273,0.17384831954953808,0.038903758376814014,0.03908992180604563,0.04530151515151515,0.05433333333333333,0.043949242424242425,0.04630833333333333,0.04452298599034543,0.14359624520491066,0.044115528373245776,0.04510830159039439,0.030304068320275677,0.0674647908648118,0.030000875944921315,0.030751384769013707,44,396,63837,80208,3953055
conservative_and,impedance_0.95,0.1,0.009161271476225809,0.017888888888888888,0.008802096995438262,0.009446664546473955,0.03311103695010078,0.14906013544892527,0.0328538772846923,0.03329198036439007,0.08769848484848486,0.10746666666666667,0.0857,0.09016969696969697,0.02683823773682823,0.10038645176825763,0.025902505514938785,0.02758007751290528,0.01690598511230481,0.03637440306901277,0.016223100660115713,0.01744687998224336,44,396,36215,70582,3953055
conservative_and,impedance_0.95,0.2,0.0013407893534666518,0.0047777777777777775,0.0011982408869175985,0.001467114863010721,0.02104596781249083,0.108465356317118,0.020676728773753233,0.021414108376152423,0.1711247474747475,0.21036666666666667,0.1685651515151515,0.1741848484848485,0.005017647085338635,0.030077974711777502,0.004553981063702037,0.005427622332716323,0.002175542166573006,0.006410156886089389,0.001920685406487722,0.0024022217266547272,44,396,5291,46035,3953055
conservative_and,impedance_1.05,0.05,0.00026609255717623104,0.002522222222222222,0.00026150306582874925,0.000271417605880275,0.034383190360547634,0.18045891086322827,0.0339132921790396,0.03498624112196285,0.044182575757575754,0.0555,0.042810606060606056,0.04518030303030303,0.0013557455643992617,0.012063359221542135,0.0013305342477776742,0.0013810203510996183,0.00034671364173270155,0.003384663850159833,0.00034070199485504774,0.00035388314796912045,44,396,1047,62436,3953055
conservative_and,impedance_1.05,0.1,0.00013380222548459167,0.0015,0.00012992764268468258,0.00013769745709348938,0.023670448346067897,0.15804743684679284,0.02327609059302329,0.023972751466515643,0.08529595959595959,0.1109,0.08337424242424242,0.08765984848484848,0.0006289454110941187,0.005999917873938167,0.0006042039676265901,0.000656748270777397,0.000175117089413776,0.0020125430091070444,0.00017012218954652348,0.00017999777011465983,44,396,528,41573,3953055
