policy,target,unsafe_rate,unsafe_rate_worst_topology,unsafe_rate_seed_min,unsafe_rate_seed_max,false_alarm_rate,false_alarm_rate_worst_topology,false_alarm_rate_seed_min,false_alarm_rate_seed_max,realized_escalation,realized_escalation_worst_topology,realized_escalation_seed_min,realized_escalation_seed_max,conditional_risk,conditional_risk_worst_topology,conditional_risk_seed_min,conditional_risk_seed_max,miss_rate,miss_rate_worst_topology,miss_rate_seed_min,miss_rate_seed_max,topologies,rows,unsafe_model_evaluations,false_alarm_model_evaluations,resolved_model_evaluations
physics_only_abs_margin,0.05,0.001873367518514553,0.005266666666666666,0.001873367518514554,0.001873367518514554,0.0020776076879805427,0.011243406997611302,0.002077607687980543,0.002077607687980543,0.04999999999999998,0.05,0.05,0.05,0.00493073752385503,0.01727632099694447,0.004930737523855029,0.004930737523855029,0.003803254737692367,0.009826928329565934,0.0038032547376923667,0.0038032547376923667,44,396,7416,2829,3953055
physics_only_abs_margin,0.1,0.0001325757575757576,0.0013,0.0001325757575757576,0.0001325757575757576,0.00044050943898025005,0.004084985673616734,0.00044050943898025,0.00044050943898025,0.09999999999999996,0.1,0.1,0.1,0.0004655053996564977,0.0050946594294298,0.00046550539965649774,0.00046550539965649774,0.0002060557511744333,0.0017448504556023666,0.00020605575117443333,0.00020605575117443333,44,396,525,555,3953055
physics_only_abs_margin,0.2,0.0,0.0,0.0,0.0,2.703696493846212e-06,0.00011896264572923334,2.703696493846212e-06,2.703696493846212e-06,0.19999999999999993,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,396,0,3,3953055
physics_only_abs_margin,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,396,0,0,3953055
physics_residual_margin,0.05,0.00011212121212121211,0.001011111111111111,0.0001053030303030303,0.00012272727272727272,0.0002129467047601374,0.002996007321103711,0.0002085115416450606,0.00022030140899244622,0.04999999999999998,0.05,0.05,0.05,0.0003258057639937376,0.003738879718845534,0.00030450178598315306,0.0003468440281896409,0.00023931958993618835,0.0016392312724015554,0.00021144881234638407,0.00028230344592631136,44,396,444,230,3953055
physics_residual_margin,0.1,1.3888888888888891e-05,0.0002,1.1363636363636365e-05,1.590909090909091e-05,1.0514781287150757e-05,0.0001732143390635333,7.300355516296212e-06,1.6632702352647727e-05,0.09999999999999996,0.1,0.1,0.1,4.227026548734444e-05,0.0007443341608922,4.0438220319765905e-05,4.341448634872348e-05,2.7770161505132324e-05,0.00027343926471146666,1.8293088534231062e-05,3.5301349148259844e-05,44,396,55,12,3953055
physics_residual_margin,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999993,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,396,0,0,3953055
physics_residual_margin,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,396,0,0,3953055
spread_norm,0.05,0.16258575425757196,0.6013065206664994,0.1620086407776968,0.1631204611887336,0.033553976779820235,0.1812219493303956,0.03277183295036121,0.03431860019448788,0.04999999999999998,0.05,0.05,0.05,0.2528417673980383,0.8837321147204324,0.2525542809327247,0.253312478141622,0.245947896376897,0.665612100034317,0.24517143701846866,0.24676017404517356,44,396,639663,66124,3953055
spread_norm,0.1,0.14992890240411508,0.5723494835588409,0.14901498641942146,0.15085505658977472,0.024929046512877365,0.14975933511663878,0.023917048655397743,0.02616306242919314,0.09999999999999996,0.1,0.1,0.1,0.240253849677016,0.8744909804468532,0.23971886134854603,0.2411431195481735,0.2233764088863908,0.6335580041712968,0.22200146667010598,0.22502583676473442,44,396,589743,49415,3953055
